species	S_1	S_2	S_3	EstPi_1	EstPi_2	EstPi_3	EstTheta_1	EstTheta_2	EstTheta_3	Nind	size	EstPi	EstTheta	subPi_min	subPi_mean	subPi_max	subPi_upper.CI	subPi_lower.CI	subPi_sd	subPi_se	subTheta_min	subTheta_mean	subTheta_max	subTheta_upper.CI	subTheta_lower.CI	subTheta_sd	subTheta_se	outPi	outTheta
Neodon_sikimensis	40	7	169	0.0477274918064392	0.00640350877192983	0.192200935029882	0.0318088324828697	0.00556593445468985	0.134385192846645	16	1140	0.0821106452027505	0.0572527909608032	0.00809146877748461	0.0820395729759756	0.0958771929824561	0.0827885743836919	0.0812905715682592	0.0120700217875839	0.000381687602566223	0.00759894459102904	0.075748079299568	0.0899448451421301	0.076432236441982	0.075063922157154	0.0110250682174896	0.000348643269259999	in	in
Neofelis_diardi	0	1	2	0	0.00263157894736842	0.0112781954887218	0	0.00417515781102441	0.00835031562204883	8	286	0.00462037962037962	0.00416193219353643	0	0.00465874125874126	0.00559440559440559	0.00473686406886837	0.00458061844861415	0.00125893491070533	3.98110174372953e-05	0	0.00457886947997065	0.00538841490794793	0.00464727909087982	0.00451045986906148	0.00110240846765744	3.48612166965357e-05	in	in
Neofelis_nebulosa	29	21	87	0.0250635796878856	0.0179306290417402	0.0761467762493612	0.0319723676590082	0.0231674043611889	0.0960180869381112	22	1134	0.0397136616596623	0.0503758242645936	0	0.0378120385389532	0.204472843450479	0.0410057270196361	0.0346183500582703	0.0514657104078472	0.0016274886628743	0	0.037158590530592	0.181569965870307	0.0399264788921023	0.0343907021690818	0.0446040187439572	0.00141050292027747	in	in
Neomys_anomalus	34	7	131	0.0120505925348547	0.00125917130254464	0.0525747073443265	0.018735537052039	0.0038573466018529	0.0724078288107798	143	1139	0.0219346131182717	0.0316255026877685	0.000667556742323097	0.0183006013643223	0.0528103396453261	0.019081279801652	0.0175199229269926	0.0125804913723674	0.000397830068207784	0.000727581398168923	0.0196463494563672	0.0503305219968094	0.0205128729798303	0.0187798259329041	0.0139638693597955	0.000441576321259911	in	in
Neomys_fodiens	14	2	69	0.00534705111821817	0.000468067401705846	0.0395024429432028	0.0098139638256525	0.00140200019295523	0.0485020837028529	30	1139	0.0150844345154038	0.0198798257451161	0.00216564237635353	0.0147538986611583	0.0313140181445713	0.0151105429877631	0.0143972543345534	0.00574725861419155	0.000181744275228682	0.00268288320515113	0.0149413936587559	0.0294972067039106	0.0152967041386952	0.0145860831788167	0.00572576391718613	0.000181064553227159	in	in
Neomys_teres	4	0	11	0.0056140350877193	0	0.0123131046613896	0.0046100653092585	0	0.0127111299424146	6	1139	0.00597014925373134	0.00576764097075807	0.00526777875329236	0.00598419666374012	0.00684811237928007	0.00602506837315948	0.00594332495432076	0.000658640181587375	2.082803132323e-05	0.00463564530289729	0.00591044776119405	0.00632133450395085	0.00594681874547254	0.00587407677691555	0.000586111812547516	1.85344829117981e-05	in	in
Neophoca_cinerea	0	0	0	0	0	0	0	0	0	6	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	in	in
Neophocaena_asiaeorientalis	8	4	13	0.00257678829107401	0.00169495407590646	0.00807393664536522	0.00580574447622134	0.00290287223811067	0.00943433477385968	22	1134	0.00411522633744856	0.00604765049606358	0	0.0040705467372134	0.00776014109347443	0.00414238953696579	0.00399870393746101	0.00115773368295297	3.66107536202663e-05	0	0.0042835978835979	0.00846560846560849	0.00436640013658817	0.00420079563060762	0.00133434328341365	4.2195639561347e-05	in	in
Neophocaena_phocaenoides	21	7	34	0.00601159642633132	0.00212238723577645	0.0156071394221905	0.0118016538095833	0.00393388460319443	0.0191086108570788	71	1134	0.00791370769476609	0.0116145632951727	0.00229276895943563	0.00803798885402288	0.0145208700764256	0.00815141181395597	0.0079245658940898	0.00182779042001896	5.77998081269575e-05	0.00211640211640212	0.00838523706697306	0.013381942955179	0.0084986577167952	0.00827181641715092	0.00182775319300019	5.77986309052592e-05	in	in
Neoromicia_capensis	37	7	124	0.0174260688320507	0.00425305011627753	0.048748756328602	0.0244993655333831	0.00463477197598488	0.0821834449174713	36	1137	0.0234759584256434	0.0370911258303409	0.00414788097385032	0.0227923330805404	0.0639401934916447	0.0237069896196048	0.0218776765414759	0.0147395241730246	0.000466104680138676	0.00450602681085956	0.0240808186950735	0.0616230641704752	0.0251005520619305	0.0230610853282166	0.0164328181879086	0.000519651338492319	in	in
Neoromicia_guineensis	3	2	24	0.00329815303430079	0.00351802990325418	0.0369079030028898	0.00384442878195678	0.00256295252130452	0.030785394040827	8	1137	0.0145746953134816	0.0123916241573593	0.00844327176781003	0.014256297598731	0.018704192318968	0.0144556893704463	0.0140569058270158	0.00321316222382798	0.000101609111189082	0.00818753350553148	0.0127739965734587	0.0165346193592835	0.012913793780633	0.0126341993662845	0.00225280662900368	7.12400007557756e-05	in	in
Neoromicia_matroka	5	1	21	0.00441650548033527	0.000870406189555126	0.0159171502256609	0.00445228308965061	0.000890456617930122	0.0186995889765326	12	1128	0.00706802063185042	0.00801410956137118	0.00106382978723404	0.00697177895981087	0.0100472813238771	0.00709249463556691	0.00685106328405484	0.0019453112123257	6.15161418881262e-05	0.00127659574468086	0.00726822272138764	0.0106797196573591	0.00738091268430364	0.00715553275847164	0.00181597830608263	5.74262762867552e-05	in	in
Neoromicia_nana	26	5	91	0.0041038238066097	0.000303052573226821	0.0232979257162937	0.0131553179617117	0.00252986883879071	0.0460447688242931	105	1137	0.0092349340320434	0.0205764387466515	0.000351802990325418	0.00957428906479038	0.038375842861331	0.0100628055107738	0.00908577261880697	0.00787235389128408	0.000248945688433473	0.000422163588390502	0.0104026518333135	0.0371421201960281	0.0109443443506935	0.00986095931593347	0.00872927663364857	0.000276043964880167	in	in
Neoromicia_somalica	33	6	162	0.00571489579808135	0.000919841502114085	0.0317187231728557	0.016998799156381	0.00309069075570563	0.0834504606700212	97	1137	0.0127844868243504	0.0345129629985247	0.00158311345646438	0.0128499267077103	0.0710348871298739	0.013695303614335	0.0120045498010857	0.0136230954662566	0.000430800104552842	0.00172692930383163	0.0146680946079794	0.0743004181408819	0.0156695047229413	0.0136666844930175	0.0161375423081646	0.000510313895311309	in	in
Neotoma_albigula	52	18	209	0.0239070589998306	0.00465151462283628	0.118872000592095	0.0289903816152389	0.0100346403356312	0.116830695908322	73	1127	0.0490816538634945	0.0518934791538327	0.0111801242236025	0.0489943909258759	0.0898254954155575	0.0500480131254592	0.0479407687262925	0.0169789305785515	0.000536920928621031	0.0113744075829385	0.0495278788336637	0.0843612524799445	0.0505676991482119	0.0484880585191155	0.0167565157054049	0.000529887552774626	in	in
Neotoma_bryanti	39	18	149	0.015672530838518	0.00301399589170963	0.0655304550583004	0.019915657323379	0.00920252547799992	0.0762901147553875	102	1132	0.0280613733790756	0.035109762911026	0.00567879325643301	0.0280601461555586	0.0388642413487134	0.0283426287813304	0.0277776635297867	0.00455215626106228	0.000143951820499529	0.00638864241348716	0.0280769531647992	0.0400354924578528	0.0283607605839134	0.027793145745685	0.00457350506540547	0.000144626928969986	in	in
Neotoma_cinerea	57	14	193	0.0139454968370177	0.00293163055652779	0.110644753912428	0.0260760670181933	0.00640466224191872	0.0882962013706747	187	1131	0.0425072937686577	0.0402583574880309	0.00857648099027409	0.0426884468022399	0.0547892720306513	0.0431701715963576	0.0422067220081222	0.00776290765373638	0.000245484694513607	0.00937866354044552	0.040940291964284	0.052461064054023	0.0413459239948832	0.0405346599336848	0.006536686575799	0.000206708179301717	in	in
Neotoma_devia	15	8	64	0.00829644026922939	0.00344196033851206	0.0512640069290316	0.00890050498908457	0.00475934750233817	0.0380766982891381	49	1132	0.020989579577414	0.0172379005628307	0.0058303886925795	0.0212093639575972	0.027208480565371	0.0213963809610562	0.0210223469541381	0.0030137450786399	9.53029873562534e-05	0.00551236749116609	0.0203999935367105	0.0254416961130743	0.020574353305716	0.020225633767705	0.00280977604193182	8.88529200747734e-05	in	in
Neotoma_floridana	22	7	116	0.0182644941265631	0.00394088669950739	0.103423013767841	0.0162206258661737	0.00516110823014617	0.0855300894570552	21	1131	0.0418761315313039	0.0356366614097383	0.00300618921308577	0.0419080459770115	0.0608311229000884	0.0426743465994462	0.0411417453545768	0.0123487954940248	0.000390503201207427	0.00339666702048616	0.0410962843717561	0.0560212201591514	0.0417841896758542	0.040408379067658	0.0110854691629676	0.000350553314865378	in	in
Neotoma_fuscipes	33	12	153	0.0262796214637744	0.00743799470991356	0.125495067734696	0.0222915141017328	0.00810426591088903	0.103655866358869	36	1127	0.0530066318383476	0.0446235029095521	0.00343093759242828	0.054346116453632	0.0861579414374445	0.055434678898547	0.0532575540087169	0.0175419862925631	0.000554726313679521	0.00333002973240834	0.0545062660801329	0.080816858570498	0.0554402142317528	0.053572317928513	0.0150504050091125	0.000475935595368027	in	in
Neotoma_lepida	58	16	183	0.0133064912881427	0.00153457779135209	0.0673470867600846	0.0291395541193524	0.00805038152175469	0.0921853901434049	111	1132	0.027383605338171	0.0430988560873538	0.00479148181011535	0.0277137439735458	0.0661342797988761	0.0285311009637282	0.0268963869833634	0.0131715595966832	0.000416521286621678	0.00511091393078972	0.0283094041737702	0.062254025044723	0.0291629488190307	0.0274558595285098	0.0137547170924291	0.000434962345833247	in	in
Neotoma_leucodon	18	5	90	0.0195539208801808	0.005551831016022	0.0848650907006345	0.014869852274067	0.00413051452057416	0.0743894033234916	15	1131	0.0366569475322791	0.0311221407569553	0.00282935455349248	0.0369328280478953	0.0488317065956817	0.037476204744357	0.0363894513514336	0.008756416873975	0.000276902214636926	0.00300751879699249	0.0355910004126377	0.0475709637607992	0.0360436791214602	0.0351383217038152	0.0072948352592852	0.000230682945750462	in	in
Neotoma_macrotis	22	8	90	0.0163239538239538	0.00303599572216593	0.0579047619047619	0.0150528531470555	0.00547362607083261	0.0617442549544927	28	1127	0.0257263768798818	0.0273929047630794	0.00550133096716948	0.0256014603700891	0.0403726708074534	0.0260468778311556	0.0251560429090227	0.00717782156916667	0.000226982647968505	0.00599464763603927	0.0260526839910823	0.0388487672987301	0.0265169838228232	0.0255883841593413	0.00748210754659537	0.000236605015455758	in	in
Neotoma_magister	2	2	20	0.00157138088172571	0.00289365806607186	0.0126556678280816	0.00315390361132783	0.00315390361132783	0.0315390361132783	37	1131	0.0057069022586264	0.0126156144453114	0.00454545454545455	0.0132381005010315	0.0257575757575758	0.0134992101936143	0.0129769908084488	0.00420773532059455	0.000133060274042176	0.00419727177334734	0.0144875576285771	0.0278260869565217	0.0147425570306997	0.0142325582264545	0.0041092690984716	0.00012994649869717	in	in
Neotoma_mexicana	35	18	177	0.023734529272702	0.0108143612054751	0.143843454149336	0.0224718873409991	0.0115571888777629	0.113957465326604	36	1127	0.0593892441222678	0.0492696856874467	0.0095829636202307	0.0592216799763384	0.0787045252883762	0.0599910047933605	0.0584523551593163	0.0123975298410956	0.000392044316577673	0.00894409937888202	0.0568672127657485	0.0741161436887692	0.0575183301141293	0.0562160954173677	0.0104926379313386	0.000331806345265073	in	in
Neotoma_micropus	31	10	131	0.00601874117042228	0.00153375093230747	0.029554034896237	0.0189343687984464	0.00610759857415086	0.080012977825693	44	1131	0.0123688423329889	0.0350179011555463	0.000353669319186561	0.0116233421750663	0.0562334217506631	0.0124726595346756	0.0107740248154571	0.0136865951511531	0.000432808140902602	0.000425894378194209	0.012726966387552	0.06468085106383	0.0137250671820113	0.0117288655930927	0.0160842132087038	0.00050862748111269	in	in
Neotoma_stephensi	11	6	70	0.0132978723404255	0.00851063829787234	0.0877333333333333	0.0140425531914893	0.00765957446808508	0.0895999999999997	5	1127	0.0364685004436557	0.0370541259982255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neotomodon_alstoni	15	5	86	0.0179331306990881	0.00481256332320162	0.0964063492063492	0.0164962058726492	0.00549772760592285	0.0948424806087558	7	1127	0.0396670469430008	0.0388914707824772	0.0193729665779355	0.0398733806566105	0.047086660751257	0.040254556899482	0.0394922044137389	0.00614258599379182	0.000194245624638311	0.0192041900050921	0.0393982219658516	0.0451936872309901	0.03971465196537	0.0390817919663332	0.00509921202962395	0.000161251242857417	in	in
Neovison_vison	3	3	24	0.00101229503546815	0.00173815706682519	0.013453183696447	0.0024584334171947	0.00245853415290334	0.0196796314535611	25	1137	0.00540121193291345	0.00819657879319364	0.000793650793650794	0.00606406228177494	0.0203921568627451	0.00622875262762916	0.00589937193592071	0.00265395504225552	8.39254274121587e-05	0.00105462055631234	0.00636180559912638	0.0201624194903389	0.00652153103982936	0.00620208015842339	0.0025739464965687	8.13953350456786e-05	in	in
Nephelomys_albigularis	11	1	70	0.00941520467836257	0.000584795321637427	0.0588011695906433	0.0115055932042288	0.00104559846612364	0.0732259214780676	10	1140	0.0229337231968811	0.0285874409218477	0	0.0198044072098957	0.045729537366548	0.0209281777158609	0.0186806367039304	0.0181093578082862	0.000572668176371392	0	0.0196356213006509	0.0418207318628079	0.0207386652433991	0.0185325773579028	0.0177753530026402	0.000562106017018561	in	in
Nesomys_rufus	7	2	46	0.00460992907801418	0.00106382978723404	0.0384888888888889	0.00659877361567907	0.00188536389019402	0.0434793208794137	10	1127	0.0146997929606625	0.0172978790878248	0.00177462289263532	0.0150044365572316	0.0219165927240461	0.015318820690644	0.0146900524238192	0.00506624326852412	0.000160208679090323	0.00212954747116239	0.0154769793404515	0.0231917254214238	0.0158398835291769	0.0151140751517261	0.00584813515648297	0.000184934271589914	in	in
Neurotrichus_gibbsii	10	2	53	0.006114050558495	0.00105820105820106	0.037037037037037	0.00935244696383204	0.00187029503904242	0.0495679689083098	10	1134	0.0147364295512444	0.0202629332067905	0.00317460317460317	0.0147520282186949	0.0245149911816578	0.0151854577571018	0.014318598680288	0.00698463837058014	0.000220873658836404	0.0033862433862434	0.0162424924622216	0.0262489415749366	0.016723910212744	0.0157610747116991	0.00775795970190729	0.00024532822653828	in	in
Niviventer_andersoni	59	17	215	0.0216015031154123	0.00489084111172118	0.110313264947432	0.0332625101504756	0.00958458274679349	0.121215642776743	61	1140	0.0456018697248553	0.0546874369751357	0.0017683465959328	0.0455283662959344	0.105128205128205	0.0471045400714937	0.043952192520375	0.0253997544143806	0.000803210759583591	0.00212201591511937	0.0470044810695596	0.0973215238501764	0.0485721181006067	0.0454368440385125	0.0252621863254605	0.000798860474640149	in	in
Niviventer_brahma	10	2	72	0.00902255639097744	0.00200501253132832	0.0675438596491228	0.0107411385606874	0.00214822771213747	0.0773500447627569	7	1140	0.0261904761904762	0.0300769827534765	0.0129824561403509	0.026290350877193	0.0328947368421053	0.0267474714289961	0.0258332303253898	0.00736641475299608	0.000232946488089343	0.0117894736842106	0.0280892669256044	0.0353721444362565	0.0286199098675199	0.0275586239836889	0.00855121472985763	0.000270413153075316	in	in
Niviventer_confucianus	105	39	331	0.0156687156134828	0.00311879743013201	0.108944527455148	0.0468574565735585	0.017404456217144	0.147717122684812	210	1140	0.0425773468329211	0.0706591471947229	0.00364298724954463	0.0432496103509023	0.145029239766082	0.0448355542774567	0.0416636664243479	0.0255571986249827	0.000808189582682688	0.00308132496973701	0.0456573955618749	0.140625	0.0473284416614422	0.0439863494623075	0.0269286047022678	0.000851557250694866	in	in
Niviventer_coninga	2	0	9	0.00210526315789474	0	0.00947368421052632	0.00252631578947367	0	0.0113720122143834	5	1140	0.00385964912280702	0.00463255422194147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niviventer_cremoriventer	48	5	210	0.0349778888398223	0.00295859700571076	0.155996037767482	0.0359715532759262	0.00374965216380263	0.157561783477557	33	1140	0.0646441745376715	0.0657392307227141	0.00595947556615018	0.0530080432814678	0.111812865497076	0.0548123235093077	0.0512037630536279	0.029075648505567	0.000919452737240626	0.0058942312940021	0.0529753023031067	0.104755570335883	0.0546794794545623	0.0512711251516512	0.0274625055921943	0.000868440679264452	in	in
Niviventer_culturatus	0	0	8	0	0	0.00894736842105263	0	0	0.0101052631578947	5	1140	0.00298245614035088	0.00336842105263159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niviventer_eha	31	3	106	0.0407017543859649	0.00368421052631579	0.140175438596491	0.0357280061467534	0.00345754898194387	0.122347690591153	6	1140	0.0615204678362573	0.053810625036034	0.0444249341527656	0.0612154666296998	0.0695614035087719	0.0619052999637368	0.0605256332956628	0.0111165390156132	0.000351535829874639	0.0526777875329238	0.0572648653913668	0.0589742689647911	0.0574049656651884	0.0571247651175453	0.0022576904930376	7.13944420970735e-05	in	in
Niviventer_excelsior	33	9	105	0.0219071873231466	0.00562593915266475	0.0937011884550085	0.0217515011836713	0.0059357166235501	0.0692500272747511	31	1140	0.0404114383102733	0.0323103449729146	0.00140350877192982	0.0408899567199938	0.05215859030837	0.0413971344923011	0.0403827789476865	0.00817307777910837	0.00025845541275693	0.00126604536662564	0.0391064100485329	0.0503259911894275	0.0395214460179801	0.0386913740790857	0.00668822934409717	0.000211500382409211	in	in
Niviventer_fulvescens	73	38	274	0.0410797923527078	0.00468144302265812	0.237191158232161	0.0368074682107398	0.0191606149057596	0.138171386266709	111	1140	0.0943174645358422	0.0647105317562028	0.00543859649122807	0.0939028910467738	0.126381299332119	0.0949999909797938	0.0928057911137538	0.017679566364345	0.000559076977554323	0.00631645436361724	0.0876085292330048	0.119185565303759	0.0885302774453219	0.0866867810206877	0.0148538052007869	0.000469718563549414	in	in
Niviventer_hinpoon	0	0	7	0	0	0.00609416606148632	0	0	0.00765599027564092	18	811	0.00202888389223342	0.00254773619546563	0	0.00206145407509492	0.00484076433121019	0.00212276700363976	0.00200014114655009	0.00098804671896827	3.12447806659602e-05	0	0.0022779329872404	0.00431122972695549	0.00234629913472512	0.00220956683975568	0.00110170806245834	3.4839067939394e-05	in	in
Niviventer_niviventer	50	10	220	0.0120099229871487	0.00152052179679573	0.0687603234671499	0.0303098384751832	0.00606188603513149	0.133370728589258	46	1140	0.0274302560836981	0.0565791630717868	0	0.0293618002672792	0.109473684210526	0.031033660354824	0.0276899401797344	0.0269417219708359	0.000851972055148418	0	0.0318795270457321	0.0991000999888908	0.0336750084642119	0.0300840456272523	0.0289338572891725	0.000914968905280501	in	in
Niviventer_tenaster	17	3	93	0.010057048214943	0.00222672064777328	0.0613912403386088	0.0144882403567223	0.00255692989341606	0.0792648266958978	13	1140	0.0245583364004417	0.0321029152830409	0.00175438596491228	0.0249935131246757	0.0516166960611405	0.0259882392828981	0.0239987869664532	0.0160298315580365	0.000506907782322409	0.00211394144382201	0.0274683777908014	0.0478139134180488	0.0285123593082067	0.026424396273396	0.0168235727344453	0.000532008082223542	in	in
Noctilio_albiventris	35	14	184	0.0185453141706838	0.000825284184243382	0.110651909139845	0.018201772645906	0.0072805804643922	0.0959051175934772	90	1139	0.0432817391912848	0.0404206794734042	0.00388007054673721	0.0430469769370803	0.0564530289727831	0.0435478583975364	0.0425460954766243	0.00807161385601971	0.000255246841783967	0.00423280423280425	0.0421209933370566	0.0586035864173986	0.0426109000815167	0.0416310865925966	0.00789475829898135	0.000249654178012976	in	in
Noctilio_leporinus	29	13	106	0.0045596964331875	0.00126373992622182	0.0314579554104136	0.0145153217390542	0.00650686836578291	0.0531482354251573	110	1139	0.0124104222274998	0.0247070231724858	0.000881834215167548	0.0123479517290609	0.0202821869488536	0.0125850541070654	0.0121108493510563	0.00382086180202038	0.000120826259191197	0.000846560846560849	0.013211704732669	0.0224338624338625	0.0134534808257063	0.0129699286396317	0.00389617787178095	0.000123207962439753	in	out
Nomascus_concolor	5	4	10	0.00307017543859649	0.00229419703103914	0.00809716599190283	0.00424009070000656	0.00339207256000525	0.00848018140001311	13	1140	0.00448717948717949	0.0053707815533416	0.00210526315789474	0.00448587719298246	0.00614035087719298	0.00453860496845164	0.00443314941751327	0.000849698534832354	2.68698269457816e-05	0.00210526315789474	0.00472168421052633	0.00673684210526317	0.00477311167946503	0.00467025674158763	0.000828744331019326	2.6207196839736e-05	in	in
Nomascus_gabriellae	12	3	53	0.00597045974620345	0.00089452881214895	0.0166736009985438	0.00855609461317581	0.00213902365329395	0.0377894178748598	23	1140	0.0078461965189654	0.016161512047109	0.00105263157894737	0.00765333333333333	0.0215789473684211	0.00797929973648869	0.00732736693017798	0.00525288944396165	0.000166110949399742	0.000842105263157897	0.00859410526315792	0.024421052631579	0.00897691879127126	0.00821129173504457	0.00616897054839704	0.000195079977514326	in	in
Nomascus_leucogenys	8	2	18	0.00441102756892231	0.00050125313283208	0.00907268170426065	0.00585162729525067	0.00146290682381267	0.013166161414314	21	1140	0.00466165413533835	0.00682689851112563	0.00140350877192982	0.00467824561403509	0.00824561403508772	0.00475668062671596	0.00459981060135422	0.00126396599821352	3.99701143936304e-05	0.00126315789473685	0.00502357894736843	0.00926315789473687	0.00512176835182354	0.00492538954291333	0.00158230443744626	5.00368597412161e-05	in	in
Nomascus_siki	16	6	45	0.0093734335839599	0.00238095238095238	0.0388669041023612	0.0117096784036668	0.00439112940137507	0.0329346756805022	21	1140	0.0168737633557578	0.0163449588074213	0.00175438596491228	0.0169209064327485	0.0266666666666667	0.0172894169524059	0.0165523959130912	0.00593848016224693	0.000187791231524266	0.00168421052631579	0.0167738972309132	0.0252631578947369	0.0171015758452625	0.0164462186165639	0.00528048141669067	0.000166983484189352	in	in
Notiosorex_cockrumi	23	1	134	0.0252631578947368	0.00105263157894737	0.149604221635884	0.0290526315789473	0.00126315789473684	0.169709762532981	5	1139	0.0585601404741001	0.0665847234416156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Notiosorex_crawfordi	33	2	140	0.0347341255235992	0.00243265506423401	0.165639549544563	0.0283075937219447	0.00171561174072392	0.120421323683753	14	1139	0.0675160367873274	0.0500842179749641	0.00105355575065847	0.0673782265144864	0.0947322212467076	0.0690490649881372	0.0657073880408356	0.0269252588482934	0.000851451445502092	0.00126426690079017	0.0639147191045978	0.0875529730438201	0.0653500584923064	0.0624793797168892	0.0231302338069587	0.000731442216422171	in	in
Nyctalus_azoreum	2	0	3	0.00346320346320346	0	0.00521739130434783	0.00415584415584417	0	0.00626086956521741	5	692	0.00289017341040462	0.00346820809248557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nyctalus_lasiopterus	0	1	4	0	0.00123152709359606	0.00494743351886209	0	0.00175984044113334	0.00706984416885145	7	695	0.00205549845837616	0.00293700132165056	0.00172661870503597	0.00205640287769784	0.00287769784172662	0.00207744191090703	0.00203536384448866	0.000339040202873342	1.07213925944532e-05	0.00207194244604318	0.00246831708730245	0.00345443030686858	0.0024935767642301	0.00244305741037481	0.000407055110608626	1.28722128273503e-05	in	in
Nyctalus_leisleri	4	1	13	0.00424598730869727	0.000279955207166853	0.00555349157206742	0.00419312796928832	0.00104834304560744	0.0136802253023113	19	1127	0.00335786488508447	0.00629787969332737	0.000863309352517986	0.00391759898203886	0.00733812949640288	0.00400897011310056	0.00382622785097715	0.00147242919880955	4.65622996157506e-05	0.000690647482014392	0.00445406001774169	0.00837063302912287	0.00456053800098178	0.0043475820345016	0.00171587338069814	5.42606805945931e-05	in	in
Nyctalus_noctula	22	2	143	0.0181951793062904	0.00238095238095238	0.110770975056689	0.0232783998367487	0.00211658609780894	0.151478084102367	9	1134	0.0437823689146441	0.0589266676356145	0.00211640211640212	0.0416326064643938	0.0915931804820694	0.0438532271460943	0.0394119857826934	0.0357848993793022	0.00113161787878541	0.00237332384003799	0.0434600004076729	0.0864575693515688	0.0457401201517325	0.0411798806636134	0.0367437159737924	0.00116193832175496	in	in
Nyctalus_plancyi	4	2	39	0.00634920634920635	0.00317460317460317	0.0604938271604938	0.00463445718920166	0.00231722859460083	0.0451859575947162	6	1134	0.0233392122281011	0.0173792144595065	0.0231040564373898	0.0233435626102293	0.0234567901234568	0.0233537867358266	0.023333338484632	0.000164759928949497	5.21016642607923e-06	0.0186243386243387	0.0189117460317461	0.0190476190476191	0.0189240149824628	0.0188994770810293	0.000197711914739398	6.25219971129512e-06	in	out
Nyctereutes_procyonoides	13	12	51	0.00535360564006026	0.00546474648243298	0.0335110557289945	0.00788155035890882	0.00727527725437738	0.0309273941855644	57	1134	0.0147764692838292	0.0153601546255101	0.00158730158730159	0.0146368370016176	0.0255144032921811	0.0149147222841338	0.0143589517191013	0.00447807090863365	0.000141609035950221	0.00183549386256742	0.0142128473912199	0.0229750571717279	0.0144490581954017	0.0139766365870381	0.0038064942516332	0.00012037191735499	in	in
Nycteris_grandis	12	5	46	0.00780475563084259	0.00456741326306544	0.0343929326487466	0.00954161483483328	0.0039756728478472	0.0366825163344971	22	1034	0.015570180947357	0.0167139747288115	0.000773694390715667	0.0158907156673114	0.0239845261121857	0.0161994971765682	0.0155819341580547	0.00497595799678867	0.00015735360811181	0.00092843326885881	0.0159073114119924	0.0232108317214703	0.0161877994700092	0.0156268233539756	0.00452001416358104	0.00014293539813137	in	in
Nycticebus_bengalensis	21	11	50	0.00528511933874079	0.00184340402827798	0.0187439626483477	0.0124760394603429	0.00653515269125918	0.0297295122192808	51	1134	0.00862416200512216	0.0162432149349984	0.00108499095840868	0.00867908432358172	0.0152851263962375	0.00887370933632184	0.0084844593108416	0.00313634676781778	9.91799931841146e-05	0.00130198915009042	0.00921637943201078	0.0158650753948403	0.00940423642653715	0.0090285224374844	0.00302728138228298	9.57310428623711e-05	in	out
Nycticebus_coucang	22	13	99	0.0271059040900311	0.0154425967918031	0.127099605274208	0.0220695189848021	0.0130410794001103	0.0993128354316093	9	1134	0.0565493687186809	0.0448078112721738	0.033098177542622	0.0565523515579071	0.0647266313932981	0.0569783556617227	0.0561263474540915	0.00686497883940149	0.00021708969221368	0.0313227513227514	0.0527453178790829	0.0601055287910078	0.0531676551886285	0.0523229805695373	0.00680588911503817	0.000215221111060684	in	in
Nycticebus_javanicus	5	2	29	0.00529100529100529	0.00211640211640212	0.0317460317460317	0.00686341798215509	0.00274536719286204	0.0398214898729831	5	1134	0.0130511463844797	0.0164740876329941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nycticebus_pygmaeus	12	5	21	0.00400833734167068	0.0013543960912382	0.00999741854329303	0.00895862055312978	0.00373275856380407	0.0156821963668602	22	1134	0.00512005065873397	0.00945724847178111	0.000352733686067019	0.00514334877468706	0.0123456790123457	0.0052804699418228	0.00500622760755131	0.00220968272932036	6.98763033098965e-05	0.000463463618105984	0.00538874287199623	0.0123145337153119	0.00553915112957164	0.00523833461442082	0.00242380178096455	7.66473422462051e-05	in	in
Nycticeinops_schlieffeni	16	1	28	0.01504329004329	0.00144300144300144	0.0290970933828077	0.0150262960180315	0.00093914350112697	0.0263043211632355	11	1134	0.015194461623033	0.0140886349069412	0.00388007054673721	0.0152385949441505	0.0213403880070547	0.0154853773207878	0.0149918125675132	0.00397685322366262	0.000125759141069569	0.00380952380952382	0.0157541652079868	0.0220296289971397	0.0159896398106382	0.0155186906053355	0.00379463049754469	0.000119996752509792	in	in
Nyctimene_albiventer	12	4	61	0.00455480118288377	0.0019757396840243	0.0290960264622605	0.00844418145820701	0.00281573673891692	0.0430439692252844	63	1001	0.0118583191423377	0.0180800414470109	0.00108548168249661	0.0108353239607545	0.0202203269367448	0.0110251732481	0.0106454746734091	0.00305938681958324	9.67463059338166e-05	0.00136147038801907	0.0104395373330173	0.0173226830911366	0.0105951834394114	0.0102838912266232	0.00250820876432985	7.93165254247881e-05	in	out
